Portfolio,Department/Agency,Outcome,Program,Expense type,Appropriation type,Description,2023-24,2024-25,2025-26,2026-27,2027-28,Source document,Source table,URL
"Climate Change, Energy, the Environment and Water","Department of Climate Change, Energy, the Environment and Water","Outcome 1: Support the transition of Australia's economy to net-zero emissions by 2050; transition energy to support net zero while maintaining security, reliability and affordability; support actions to promote adaptation and strengthen resilience of Australia's economy, society and environment; and take a leadership role internationally in responding to climate change",Components of Program 1.1: Reduce Australia’s greenhouse gas emissions,Program Component,"Carbon Capture, Use and Storage Development Fund",,4120,0,0,0,0,2024-25 PB Statement - DCCEEW.xlsx,T_2.1.2,
"Climate Change, Energy, the Environment and Water","Department of Climate Change, Energy, the Environment and Water","Outcome 1: Support the transition of Australia's economy to net-zero emissions by 2050; transition energy to support net zero while maintaining security, reliability and affordability; support actions to promote adaptation and strengthen resilience of Australia's economy, society and environment; and take a leadership role internationally in responding to climate change",Components of Program 1.1: Reduce Australia’s greenhouse gas emissions,Program Component,Carbon Farming Outreach Program,,3500,7000,7000,0,0,2024-25 PB Statement - DCCEEW.xlsx,T_2.1.2,
"Climate Change, Energy, the Environment and Water","Department of Climate Change, Energy, the Environment and Water","Outcome 1: Support the transition of Australia's economy to net-zero emissions by 2050; transition energy to support net zero while maintaining security, reliability and affordability; support actions to promote adaptation and strengthen resilience of Australia's economy, society and environment; and take a leadership role internationally in responding to climate change",Components of Program 1.1: Reduce Australia’s greenhouse gas emissions,Program Component,Driving the Nation - Recharging Auto Program,,0,12000,21000,21000,6000,2024-25 PB Statement - DCCEEW.xlsx,T_2.1.2,
"Climate Change, Energy, the Environment and Water","Department of Climate Change, Energy, the Environment and Water","Outcome 1: Support the transition of Australia's economy to net-zero emissions by 2050; transition energy to support net zero while maintaining security, reliability and affordability; support actions to promote adaptation and strengthen resilience of Australia's economy, society and environment; and take a leadership role internationally in responding to climate change",Components of Program 1.1: Reduce Australia’s greenhouse gas emissions,Program Component,Driving the Nation Fund,,12650,9200,9100,0,0,2024-25 PB Statement - DCCEEW.xlsx,T_2.1.2,
"Climate Change, Energy, the Environment and Water","Department of Climate Change, Energy, the Environment and Water","Outcome 1: Support the transition of Australia's economy to net-zero emissions by 2050; transition energy to support net zero while maintaining security, reliability and affordability; support actions to promote adaptation and strengthen resilience of Australia's economy, society and environment; and take a leadership role internationally in responding to climate change",Components of Program 1.1: Reduce Australia’s greenhouse gas emissions,Program Component,Implementation of Australian Carbon Credit Units Scheme reforms,,0,3078,3078,3078,3078,2024-25 PB Statement - DCCEEW.xlsx,T_2.1.2,
"Climate Change, Energy, the Environment and Water","Department of Climate Change, Energy, the Environment and Water","Outcome 1: Support the transition of Australia's economy to net-zero emissions by 2050; transition energy to support net zero while maintaining security, reliability and affordability; support actions to promote adaptation and strengthen resilience of Australia's economy, society and environment; and take a leadership role internationally in responding to climate change",Components of Program 1.1: Reduce Australia’s greenhouse gas emissions,Program Component,Indo-Pacific Carbon Offsets Scheme,,2520,21529,30335,12675,4009,2024-25 PB Statement - DCCEEW.xlsx,T_2.1.2,
"Climate Change, Energy, the Environment and Water","Department of Climate Change, Energy, the Environment and Water","Outcome 1: Support the transition of Australia's economy to net-zero emissions by 2050; transition energy to support net zero while maintaining security, reliability and affordability; support actions to promote adaptation and strengthen resilience of Australia's economy, society and environment; and take a leadership role internationally in responding to climate change",Components of Program 1.1: Reduce Australia’s greenhouse gas emissions,Program Component,International Climate Change Engagement,,3674,3000,3000,3000,3000,2024-25 PB Statement - DCCEEW.xlsx,T_2.1.2,
"Climate Change, Energy, the Environment and Water","Department of Climate Change, Energy, the Environment and Water","Outcome 1: Support the transition of Australia's economy to net-zero emissions by 2050; transition energy to support net zero while maintaining security, reliability and affordability; support actions to promote adaptation and strengthen resilience of Australia's economy, society and environment; and take a leadership role internationally in responding to climate change",Components of Program 1.1: Reduce Australia’s greenhouse gas emissions,Program Component,Local Industry Grants,,1000,500,0,0,0,2024-25 PB Statement - DCCEEW.xlsx,T_2.1.2,
"Climate Change, Energy, the Environment and Water","Department of Climate Change, Energy, the Environment and Water","Outcome 1: Support the transition of Australia's economy to net-zero emissions by 2050; transition energy to support net zero while maintaining security, reliability and affordability; support actions to promote adaptation and strengthen resilience of Australia's economy, society and environment; and take a leadership role internationally in responding to climate change",Components of Program 1.1: Reduce Australia’s greenhouse gas emissions,Program Component,Methane Emissions Reduction in Livestock Program - Stages 2 and 3,,5050,5923,3674,1357,0,2024-25 PB Statement - DCCEEW.xlsx,T_2.1.2,
"Climate Change, Energy, the Environment and Water","Department of Climate Change, Energy, the Environment and Water","Outcome 1: Support the transition of Australia's economy to net-zero emissions by 2050; transition energy to support net zero while maintaining security, reliability and affordability; support actions to promote adaptation and strengthen resilience of Australia's economy, society and environment; and take a leadership role internationally in responding to climate change",Components of Program 1.1: Reduce Australia’s greenhouse gas emissions,Program Component,National Soil Carbon Innovation Challenge,,19409,10719,1242,0,0,2024-25 PB Statement - DCCEEW.xlsx,T_2.1.2,
"Climate Change, Energy, the Environment and Water","Department of Climate Change, Energy, the Environment and Water","Outcome 1: Support the transition of Australia's economy to net-zero emissions by 2050; transition energy to support net zero while maintaining security, reliability and affordability; support actions to promote adaptation and strengthen resilience of Australia's economy, society and environment; and take a leadership role internationally in responding to climate change",Components of Program 1.1: Reduce Australia’s greenhouse gas emissions,Program Component,Powering the Regions Fund - Critical Inputs to Clean Energy Industries,,80000,150000,170000,0,0,2024-25 PB Statement - DCCEEW.xlsx,T_2.1.2,
"Climate Change, Energy, the Environment and Water","Department of Climate Change, Energy, the Environment and Water","Outcome 1: Support the transition of Australia's economy to net-zero emissions by 2050; transition energy to support net zero while maintaining security, reliability and affordability; support actions to promote adaptation and strengthen resilience of Australia's economy, society and environment; and take a leadership role internationally in responding to climate change",Components of Program 1.1: Reduce Australia’s greenhouse gas emissions,Program Component,Powering the Regions Fund - Safeguard Transformation Stream,,30000,98750,168889,152639,100000,2024-25 PB Statement - DCCEEW.xlsx,T_2.1.2,
"Climate Change, Energy, the Environment and Water","Department of Climate Change, Energy, the Environment and Water","Outcome 1: Support the transition of Australia's economy to net-zero emissions by 2050; transition energy to support net zero while maintaining security, reliability and affordability; support actions to promote adaptation and strengthen resilience of Australia's economy, society and environment; and take a leadership role internationally in responding to climate change",Components of Program 1.1: Reduce Australia’s greenhouse gas emissions,Program Component,Soil Carbon and Livestock Methane,,2100,1100,0,0,0,2024-25 PB Statement - DCCEEW.xlsx,T_2.1.2,
